user_id,user,text,created_at,retweet_count,favorite_count,mentions,cleaned_text
uid_1244,warga_indonesia_77,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_148 #1244,2024-11-25,232,1531,['warga_indonesia_148'],Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1245,warga_indonesia_137,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_176 #1245,2024-11-25,647,783,['warga_indonesia_176'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1246,warga_indonesia_84,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_117 #1246,2024-11-17,42,653,['warga_indonesia_117'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1247,warga_indonesia_78,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_95 #1247,2024-11-17,714,452,['warga_indonesia_95'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1248,warga_indonesia_107,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @kompascom #1248,2024-11-22,749,804,['kompascom'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1249,warga_indonesia_157,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_19 @warga_indonesia_17 #1249,2024-11-19,516,184,"['warga_indonesia_19', 'warga_indonesia_17']",Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1250,warga_indonesia_34,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_47 #1250,2024-11-10,805,807,['warga_indonesia_47'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1251,warga_indonesia_64,Transparansi anggaran MBG adalah harga mati bagi publik. @direktur_logistik #1251,2024-11-11,84,974,['direktur_logistik'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1252,warga_indonesia_51,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_199 #1252,2024-11-13,268,174,['warga_indonesia_199'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1253,warga_indonesia_63,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_113 @warga_indonesia_56 #1253,2024-11-25,714,267,"['warga_indonesia_113', 'warga_indonesia_56']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1254,warga_indonesia_67,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_59 #1254,2024-11-18,202,999,['warga_indonesia_59'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1255,warga_indonesia_54,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_50 @warga_indonesia_13 #1255,2024-11-07,574,1261,"['warga_indonesia_50', 'warga_indonesia_13']",Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1256,warga_indonesia_198,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_51 #1256,2024-11-03,272,1590,['warga_indonesia_51'],Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1257,warga_indonesia_192,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_169 @warga_indonesia_141 #1257,2024-11-30,589,183,"['warga_indonesia_169', 'warga_indonesia_141']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1258,warga_indonesia_36,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_31 #1258,2024-11-14,433,748,['warga_indonesia_31'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1259,warga_indonesia_42,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_66 @warga_indonesia_169 #1259,2024-11-12,608,1342,"['warga_indonesia_66', 'warga_indonesia_169']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1260,warga_indonesia_39,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_125 #1260,2024-11-10,173,716,['warga_indonesia_125'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1261,warga_indonesia_133,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_49 @HIPMI_Official #1261,2024-11-15,45,1892,"['warga_indonesia_49', 'HIPMI_Official']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1262,warga_indonesia_74,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_93 #1262,2024-11-22,382,319,['warga_indonesia_93'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1263,warga_indonesia_168,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @KontraS #1263,2024-11-24,55,497,['KontraS'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1264,warga_indonesia_146,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_148 #1264,2024-11-27,839,589,['warga_indonesia_148'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1265,warga_indonesia_185,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_30 #1265,2024-11-23,823,227,['warga_indonesia_30'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1266,warga_indonesia_76,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_62 @warga_indonesia_94 #1266,2024-11-01,339,428,"['warga_indonesia_62', 'warga_indonesia_94']",Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1267,warga_indonesia_41,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_149 #1267,2024-11-18,535,1536,['warga_indonesia_149'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1268,warga_indonesia_117,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_199 @warga_indonesia_59 #1268,2024-11-20,747,289,"['warga_indonesia_199', 'warga_indonesia_59']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1269,warga_indonesia_186,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_195 #1269,2024-11-19,927,1358,['warga_indonesia_195'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1270,warga_indonesia_4,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_54 #1270,2024-11-06,61,581,['warga_indonesia_54'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1271,warga_indonesia_118,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_60 #1271,2024-11-23,632,555,['warga_indonesia_60'],Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1272,warga_indonesia_169,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_14 #1272,2024-11-21,967,17,['warga_indonesia_14'],Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1273,warga_indonesia_95,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_116 #1273,2024-11-22,277,1357,['warga_indonesia_116'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1274,warga_indonesia_37,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_112 @ICW #1274,2024-11-01,299,1776,"['warga_indonesia_112', 'ICW']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1275,warga_indonesia_90,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_157 @warga_indonesia_91 #1275,2024-11-17,1000,1453,"['warga_indonesia_157', 'warga_indonesia_91']",Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1276,warga_indonesia_104,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_143 #1276,2024-11-11,496,1775,['warga_indonesia_143'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1277,warga_indonesia_30,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_181 #1277,2024-11-07,512,1979,['warga_indonesia_181'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1278,warga_indonesia_151,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_72 @warga_indonesia_109 #1278,2024-11-23,22,81,"['warga_indonesia_72', 'warga_indonesia_109']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1279,warga_indonesia_58,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_150 #1279,2024-11-17,312,683,['warga_indonesia_150'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1280,warga_indonesia_145,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_167 @warga_indonesia_79 #1280,2024-11-06,18,710,"['warga_indonesia_167', 'warga_indonesia_79']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1281,warga_indonesia_75,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_145 @warga_indonesia_120 #1281,2024-11-10,241,1026,"['warga_indonesia_145', 'warga_indonesia_120']",Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1282,warga_indonesia_8,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_196 @CNNIndonesia #1282,2024-11-21,263,1799,"['warga_indonesia_196', 'CNNIndonesia']",Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1283,warga_indonesia_28,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_45 @warga_indonesia_161 #1283,2024-11-01,966,1136,"['warga_indonesia_45', 'warga_indonesia_161']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1284,warga_indonesia_136,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_78 @warga_indonesia_38 #1284,2024-11-11,918,804,"['warga_indonesia_78', 'warga_indonesia_38']",Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1285,warga_indonesia_55,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @pengamat_sosial #1285,2024-11-24,391,1066,['pengamat_sosial'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1286,warga_indonesia_195,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_15 #1286,2024-11-08,586,312,['warga_indonesia_15'],Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1287,warga_indonesia_91,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_186 @warga_indonesia_73 #1287,2024-11-20,337,919,"['warga_indonesia_186', 'warga_indonesia_73']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1288,warga_indonesia_89,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_149 #1288,2024-11-21,141,1189,['warga_indonesia_149'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1289,warga_indonesia_116,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_126 #1289,2024-11-05,316,1410,['warga_indonesia_126'],Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1290,warga_indonesia_167,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_47 #1290,2024-11-30,999,1577,['warga_indonesia_47'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1291,warga_indonesia_57,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_33 #1291,2024-11-30,578,1878,['warga_indonesia_33'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1292,warga_indonesia_70,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_118 #1292,2024-11-03,570,1091,['warga_indonesia_118'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1293,warga_indonesia_166,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_181 #1293,2024-11-11,859,1801,['warga_indonesia_181'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1294,warga_indonesia_96,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_82 #1294,2024-11-01,783,652,['warga_indonesia_82'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1295,warga_indonesia_11,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_41 #1295,2024-11-15,763,1912,['warga_indonesia_41'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1296,warga_indonesia_15,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_38 @warga_indonesia_132 #1296,2024-11-07,109,269,"['warga_indonesia_38', 'warga_indonesia_132']",Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1297,warga_indonesia_16,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @Kemendikbud_RI #1297,2024-11-25,626,1263,['Kemendikbud_RI'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1298,warga_indonesia_43,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_110 @warga_indonesia_32 #1298,2024-11-20,236,1221,"['warga_indonesia_110', 'warga_indonesia_32']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1299,warga_indonesia_102,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_157 #1299,2024-11-22,26,735,['warga_indonesia_157'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1300,warga_indonesia_47,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_71 #1300,2024-11-25,488,274,['warga_indonesia_71'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1301,warga_indonesia_56,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_191 @warga_indonesia_50 #1301,2024-11-12,188,1745,"['warga_indonesia_191', 'warga_indonesia_50']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1302,warga_indonesia_140,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_135 @warga_indonesia_1 #1302,2024-11-05,167,395,"['warga_indonesia_135', 'warga_indonesia_1']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1303,warga_indonesia_147,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @moeldoko #1303,2024-11-14,782,1984,['moeldoko'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1304,warga_indonesia_187,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_150 #1304,2024-11-09,973,845,['warga_indonesia_150'],Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1305,warga_indonesia_62,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_79 #1305,2024-11-22,207,1551,['warga_indonesia_79'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1306,warga_indonesia_162,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @kumparan #1306,2024-11-06,949,1955,['kumparan'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1307,warga_indonesia_81,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_112 @warga_indonesia_61 #1307,2024-11-16,704,665,"['warga_indonesia_112', 'warga_indonesia_61']",UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1308,warga_indonesia_26,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_45 @warga_indonesia_63 #1308,2024-11-14,414,1589,"['warga_indonesia_45', 'warga_indonesia_63']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1309,warga_indonesia_14,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_110 #1309,2024-11-24,844,779,['warga_indonesia_110'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1310,warga_indonesia_94,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_167 @warga_indonesia_99 #1310,2024-11-24,585,1216,"['warga_indonesia_167', 'warga_indonesia_99']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1311,warga_indonesia_1,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_88 #1311,2024-11-04,462,935,['warga_indonesia_88'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1312,warga_indonesia_7,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_171 #1312,2024-11-08,531,1101,['warga_indonesia_171'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1313,warga_indonesia_59,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_23 @detikcom #1313,2024-11-18,396,1057,"['warga_indonesia_23', 'detikcom']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1314,warga_indonesia_174,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_66 #1314,2024-11-10,450,815,['warga_indonesia_66'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1315,warga_indonesia_135,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_3 @warga_indonesia_46 #1315,2024-11-10,472,340,"['warga_indonesia_3', 'warga_indonesia_46']",Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1316,warga_indonesia_170,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_185 @warga_indonesia_99 #1316,2024-11-30,55,1413,"['warga_indonesia_185', 'warga_indonesia_99']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1317,warga_indonesia_131,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_26 #1317,2024-11-27,661,925,['warga_indonesia_26'],Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1318,warga_indonesia_113,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_172 #1318,2024-11-17,115,368,['warga_indonesia_172'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1319,warga_indonesia_5,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_167 #1319,2024-11-14,331,923,['warga_indonesia_167'],Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1320,warga_indonesia_92,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_18 #1320,2024-11-15,604,1836,['warga_indonesia_18'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1321,warga_indonesia_159,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_10 #1321,2024-11-15,92,512,['warga_indonesia_10'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1322,warga_indonesia_152,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_194 @warga_indonesia_50 #1322,2024-11-30,728,1631,"['warga_indonesia_194', 'warga_indonesia_50']",UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1323,warga_indonesia_88,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_100 #1323,2024-11-24,126,186,['warga_indonesia_100'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1324,warga_indonesia_86,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_69 #1324,2024-11-15,649,743,['warga_indonesia_69'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1325,warga_indonesia_139,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_86 #1325,2024-11-23,393,1488,['warga_indonesia_86'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1326,warga_indonesia_124,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_195 #1326,2024-11-18,389,89,['warga_indonesia_195'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1327,warga_indonesia_154,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_103 #1327,2024-11-11,579,1784,['warga_indonesia_103'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1328,warga_indonesia_175,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_158 #1328,2024-11-28,148,366,['warga_indonesia_158'],Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1329,warga_indonesia_25,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_16 #1329,2024-11-10,316,1495,['warga_indonesia_16'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1330,warga_indonesia_199,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_168 @warga_indonesia_120 #1330,2024-11-06,120,1840,"['warga_indonesia_168', 'warga_indonesia_120']",Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1331,warga_indonesia_189,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_93 #1331,2024-11-01,637,1567,['warga_indonesia_93'],Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1332,warga_indonesia_6,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @kemensetneg @warga_indonesia_81 #1332,2024-11-16,875,1021,"['kemensetneg', 'warga_indonesia_81']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1333,warga_indonesia_72,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_110 #1333,2024-11-29,505,487,['warga_indonesia_110'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1334,warga_indonesia_52,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_130 #1334,2024-11-22,487,929,['warga_indonesia_130'],Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1335,warga_indonesia_32,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_147 @Lembaga_Keadilan #1335,2024-11-20,614,13,"['warga_indonesia_147', 'Lembaga_Keadilan']",Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1336,warga_indonesia_13,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_10 #1336,2024-11-18,284,1269,['warga_indonesia_10'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1337,warga_indonesia_2,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @kompascom #1337,2024-11-06,151,112,['kompascom'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1338,warga_indonesia_184,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @sandiuno @HIPMI_Official #1338,2024-11-28,33,1366,"['sandiuno', 'HIPMI_Official']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1339,warga_indonesia_138,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_37 @warga_indonesia_101 #1339,2024-11-03,50,223,"['warga_indonesia_37', 'warga_indonesia_101']",Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1340,warga_indonesia_130,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_18 @warga_indonesia_158 #1340,2024-11-22,291,1251,"['warga_indonesia_18', 'warga_indonesia_158']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1341,warga_indonesia_188,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_162 #1341,2024-11-24,592,737,['warga_indonesia_162'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1342,warga_indonesia_17,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @tokoh_oposisi #1342,2024-11-25,306,661,['tokoh_oposisi'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1343,warga_indonesia_80,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_155 @warga_indonesia_91 #1343,2024-11-27,69,1553,"['warga_indonesia_155', 'warga_indonesia_91']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1344,warga_indonesia_48,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_108 @warga_indonesia_199 #1344,2024-11-03,299,964,"['warga_indonesia_108', 'warga_indonesia_199']",Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1345,warga_indonesia_110,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @pt_pangan_makmur #1345,2024-11-23,880,562,['pt_pangan_makmur'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1346,warga_indonesia_99,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_86 @warga_indonesia_11 #1346,2024-11-17,214,1425,"['warga_indonesia_86', 'warga_indonesia_11']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1347,warga_indonesia_61,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_99 #1347,2024-11-02,111,1170,['warga_indonesia_99'],Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1348,warga_indonesia_128,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_59 #1348,2024-11-24,705,1238,['warga_indonesia_59'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1349,warga_indonesia_49,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_102 @warga_indonesia_110 #1349,2024-11-28,324,531,"['warga_indonesia_102', 'warga_indonesia_110']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1350,warga_indonesia_120,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_109 @direktur_logistik #1350,2024-11-20,576,1016,"['warga_indonesia_109', 'direktur_logistik']",Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1351,warga_indonesia_182,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_170 @warga_indonesia_53 #1351,2024-11-06,904,1248,"['warga_indonesia_170', 'warga_indonesia_53']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1352,warga_indonesia_176,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_163 #1352,2024-11-10,198,3,['warga_indonesia_163'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1353,warga_indonesia_27,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @Kemendikbud_RI #1353,2024-11-15,640,1631,['Kemendikbud_RI'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1354,warga_indonesia_153,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_23 #1354,2024-11-28,212,1637,['warga_indonesia_23'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1355,warga_indonesia_179,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_11 @tempodotco #1355,2024-11-11,358,1147,"['warga_indonesia_11', 'tempodotco']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
